id_venda,data,ano,mes,trimestre,dia_semana,categoria,produto,regiao,estado,cidade,vendedor,cliente,quantidade,preco_unitario,desconto_percentual,valor_total,forma_pagamento,custo_unitario,status,custo_total,lucro,margem_lucro
V202201690,2021-10-05,2021,10,4,TUESDAY,MODA,CALÇA JEANS,NORTE,AM,CIDADE DESCONHECIDA,CARLOS PEREIRA,GUSTAVO GOMES,2,213.91,0.0,427.82,CARTAO DEBITO,138.37,CONCLUÍDA,276.74,151.07999999999998,35.31
V202301691,2024-08-10,2024,8,3,SATURDAY,CASA,CADEIRA,NORDESTE,PE,CIDADE DESCONHECIDA,PAULO FERNANDES,AMANDA SOUZA,5,609.77,0.0,3048.85,PIX,280.1,CONCLUÍDA,1400.5,1648.35,54.06
V202001692,2021-04-27,2021,4,2,TUESDAY,ESPORTES,RAQUETE,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,FERNANDO COSTA,RICARDO FERNANDES,1,1242.41,8.91,1131.75,DINHEIRO,598.83,CONCLUÍDA,598.83,532.92,47.09
V202101693,2025-01-25,2025,1,1,SATURDAY,MODA,BOLSA,SUDESTE,SP,CAMPINAS,PATRÍCIA ALVES,FERNANDO FERNANDES,2,107.98,18.51,175.98,BOLETO,64.3,CANCELADA,128.6,47.379999999999995,26.92
V202201694,2023-01-24,2023,1,1,TUESDAY,ESPORTES,BICICLETA,NORDESTE,PI,CIDADE DESCONHECIDA,FERNANDO PEREIRA,GUSTAVO ALVES,5,1052.43,13.56,4548.7,BOLETO,656.03,CONCLUÍDA,3280.1499999999996,1268.5500000000002,27.89
V202301695,2023-02-22,2023,2,1,WEDNESDAY,MODA,CALÇA JEANS,NORDESTE,PB,CIDADE DESCONHECIDA,FERNANDO LIMA,GUSTAVO FERNANDES,5,161.99,0.0,809.95,DINHEIRO,89.31,CONCLUÍDA,446.55,363.40000000000003,44.87
V202001696,2025-08-18,2025,8,3,MONDAY,ELETRÔNICOS,NOTEBOOK,NORTE,TO,CIDADE DESCONHECIDA,PATRÍCIA PEREIRA,MARIA RIBEIRO,5,3212.44,9.26,14574.48,CARTAO DEBITO,2141.62,CONCLUÍDA,10708.099999999999,3866.380000000001,26.53
V202101697,2021-09-23,2021,9,3,THURSDAY,BELEZA,PERFUME,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,ROBERTO MARTINS,MARIA SOUZA,3,58.48,0.0,175.44,CARTAO CREDITO,29.06,CONCLUÍDA,87.17999999999999,88.26,50.31
V202201698,2024-06-26,2024,6,2,WEDNESDAY,CASA,MESA,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,JULIANA RIBEIRO,MARIA COSTA,4,1731.8,0.0,6927.2,CARTAO DEBITO,1003.49,CONCLUÍDA,4013.96,2913.24,42.06
V202301699,2025-06-11,2025,6,2,WEDNESDAY,CASA,MESA,NORTE,AM,CIDADE DESCONHECIDA,AMANDA OLIVEIRA,GUSTAVO ALVES,4,896.95,0.0,3587.8,DINHEIRO,404.23,CONCLUÍDA,1616.92,1970.88,54.93
V202001700,2025-04-24,2025,4,2,THURSDAY,ESPORTES,ESTEIRA,NORDESTE,PB,CIDADE DESCONHECIDA,PAULO SANTOS,ROBERTO LIMA,5,1994.06,0.0,9970.3,CARTAO DEBITO,932.16,CONCLUÍDA,4660.8,5309.499999999999,53.25
V202101701,2022-07-05,2022,7,3,TUESDAY,ESPORTES,BOLA,NORDESTE,MA,CIDADE DESCONHECIDA,FERNANDO SANTOS,CAMILA RIBEIRO,1,1820.03,15.9,1530.7,BOLETO,881.52,CONCLUÍDA,881.52,649.1800000000001,42.41
V202201702,2025-02-11,2025,2,1,TUESDAY,ESPORTES,BICICLETA,NORTE,AC,CIDADE DESCONHECIDA,ANA OLIVEIRA,ANA RODRIGUES,1,1542.18,0.0,1542.18,CARTAO CREDITO,1040.4,CONCLUÍDA,1040.4,501.78,32.54
V202301703,2021-06-07,2021,6,2,MONDAY,MODA,CAMISETA,NORTE,RR,CIDADE DESCONHECIDA,PATRÍCIA MARTINS,JULIANA ALVES,1,69.24,0.0,69.24,CARTAO DEBITO,32.45,CONCLUÍDA,32.45,36.78999999999999,53.13
V202001704,2023-12-16,2023,12,4,SATURDAY,BELEZA,BATOM,SUDESTE,ES,CIDADE DESCONHECIDA,JULIANA RIBEIRO,RICARDO RODRIGUES,2,123.28,21.17,194.37,CARTAO CREDITO,77.98,CONCLUÍDA,155.96,38.41,19.76
V202101705,2024-09-17,2024,9,3,TUESDAY,MODA,CAMISETA,NORDESTE,SE,CIDADE DESCONHECIDA,JOSÉ RODRIGUES,MARIA FERNANDES,5,83.58,0.0,417.9,CARTAO CREDITO,45.0,CONCLUÍDA,225.0,192.89999999999998,46.16
V202201706,2021-10-07,2021,10,4,THURSDAY,BELEZA,PERFUME,NORTE,TO,CIDADE DESCONHECIDA,PATRÍCIA SILVA,ROBERTO ALMEIDA,5,111.58,0.0,557.9,CARTAO CREDITO,66.33,CANCELADA,331.65,226.25,40.55
V202301707,2020-02-15,2020,2,1,SATURDAY,ELETRÔNICOS,NOTEBOOK,SUDESTE,ES,CIDADE DESCONHECIDA,AMANDA FERNANDES,JULIANA ALVES,4,4080.8,0.0,16323.2,PIX,1960.33,CONCLUÍDA,7841.32,8481.880000000001,51.96
V202001708,2025-06-01,2025,6,2,SUNDAY,ELETRÔNICOS,SMARTPHONE,SUL,PR,MARINGÁ,PATRÍCIA ALMEIDA,MARIA RIBEIRO,4,3905.4,0.0,15621.6,DINHEIRO,2599.08,CONCLUÍDA,10396.32,5225.280000000001,33.45
V202101709,2020-01-22,2020,1,1,WEDNESDAY,ELETRÔNICOS,TABLET,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,RICARDO SOUZA,PATRÍCIA COSTA,1,4962.0,9.8,4475.88,CARTAO DEBITO,2378.61,CONCLUÍDA,2378.61,2097.27,46.86
V202201710,2021-06-04,2021,6,2,FRIDAY,ESPORTES,RAQUETE,SUDESTE,RJ,NITERÓI,RICARDO ALVES,JULIANA RIBEIRO,3,592.27,0.0,1776.81,PIX,292.79,CONCLUÍDA,878.3700000000001,898.4399999999998,50.56
V202301711,2022-05-26,2022,5,2,THURSDAY,BELEZA,BATOM,NORDESTE,CE,CIDADE DESCONHECIDA,CARLOS ALVES,GUSTAVO COSTA,3,140.06,0.0,420.18,CARTAO DEBITO,89.08,CONCLUÍDA,267.24,152.94,36.4
V202001712,2024-11-16,2024,11,4,SATURDAY,CASA,MESA,SUL,PR,CURITIBA,AMANDA ALVES,AMANDA SILVA,5,535.64,24.35,2026.01,CARTAO CREDITO,318.98,CONCLUÍDA,1594.9,431.1099999999999,21.28
V202101713,2021-02-21,2021,2,1,SUNDAY,MODA,BOLSA,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,JULIANA ALMEIDA,RICARDO LIMA,3,116.37,0.0,349.11,CARTAO CREDITO,71.64,CONCLUÍDA,214.92000000000002,134.19,38.44
V202201714,2022-12-07,2022,12,4,WEDNESDAY,MODA,TÊNIS,SUL,RS,CANOAS,RICARDO OLIVEIRA,PATRÍCIA COSTA,1,92.23,20.08,73.71,PIX,38.2,CONCLUÍDA,38.2,35.50999999999999,48.18
V202301715,2021-12-26,2021,12,4,SUNDAY,ELETRÔNICOS,TABLET,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,RICARDO RODRIGUES,PATRÍCIA MARTINS,3,3868.64,25.74,8618.21,CARTAO DEBITO,2131.91,CONCLUÍDA,6395.73,2222.4799999999996,25.79
V202001716,2023-05-02,2023,5,2,TUESDAY,CASA,CAMA,NORTE,RR,CIDADE DESCONHECIDA,MARIA LIMA,ROBERTO RODRIGUES,3,1041.57,0.0,3124.71,DINHEIRO,485.5,CONCLUÍDA,1456.5,1668.21,53.39
V202101717,2024-01-21,2024,1,1,SUNDAY,ELETRÔNICOS,SMART TV,NORTE,AC,CIDADE DESCONHECIDA,CARLOS PEREIRA,JULIANA PEREIRA,5,4891.29,11.59,21620.95,DINHEIRO,2944.24,CONCLUÍDA,14721.199999999999,6899.750000000002,31.91
V202201718,2020-07-03,2020,7,3,FRIDAY,CASA,CAMA,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,RICARDO RODRIGUES,ROBERTO LIMA,2,1153.43,11.62,2038.85,DINHEIRO,715.09,CONCLUÍDA,1430.18,608.6699999999998,29.85
V202301719,2025-06-10,2025,6,2,TUESDAY,CASA,CADEIRA,SUDESTE,MG,UBERLÂNDIA,FERNANDO OLIVEIRA,MARIA SILVA,1,2408.36,0.0,2408.36,CARTAO CREDITO,1175.73,CONCLUÍDA,1175.73,1232.63,51.18
V202001720,2024-09-02,2024,9,3,MONDAY,CASA,MESA,NORTE,AC,CIDADE DESCONHECIDA,PAULO RIBEIRO,PAULO SANTOS,2,1117.55,0.0,2235.1,BOLETO,605.98,CONCLUÍDA,1211.96,1023.1399999999999,45.78
V202101721,2021-05-21,2021,5,2,FRIDAY,MODA,CALÇA JEANS,SUDESTE,RJ,RIO DE JANEIRO,GUSTAVO RODRIGUES,GUSTAVO SANTOS,1,267.52,0.0,267.52,CARTAO DEBITO,187.14,CONCLUÍDA,187.14,80.38,30.05
V202201722,2022-05-26,2022,5,2,THURSDAY,ELETRÔNICOS,FONES DE OUVIDO,SUDESTE,MG,BELO HORIZONTE,JOSÉ SANTOS,ROBERTO SANTOS,1,3386.98,0.0,3386.98,BOLETO,2289.67,CONCLUÍDA,2289.67,1097.31,32.4
V202301723,2020-07-26,2020,7,3,SUNDAY,ELETRÔNICOS,TABLET,SUDESTE,MG,UBERLÂNDIA,MARIA SOUZA,AMANDA RIBEIRO,1,1058.74,16.61,882.88,CARTAO DEBITO,570.58,CONCLUÍDA,570.58,312.29999999999995,35.37
V202001724,2021-05-28,2021,5,2,FRIDAY,ELETRÔNICOS,FONES DE OUVIDO,NORTE,RO,CIDADE DESCONHECIDA,CARLOS PEREIRA,CARLOS ALMEIDA,1,2954.1,5.25,2798.89,PIX,1267.35,CONCLUÍDA,1267.35,1531.54,54.72
V202101725,2020-09-08,2020,9,3,TUESDAY,MODA,CALÇA JEANS,SUL,PR,CURITIBA,RICARDO FERNANDES,PATRÍCIA PEREIRA,1,163.06,0.0,163.06,BOLETO,112.32,CONCLUÍDA,112.32,50.74000000000001,31.12
V202201726,2023-05-11,2023,5,2,THURSDAY,BELEZA,SHAMPOO,SUDESTE,MG,UBERLÂNDIA,RICARDO PEREIRA,CAMILA GOMES,2,114.47,0.0,228.94,CARTAO CREDITO,52.59,CONCLUÍDA,105.18,123.75999999999999,54.06
V202301727,2020-05-26,2020,5,2,TUESDAY,ESPORTES,BICICLETA,NORDESTE,CE,CIDADE DESCONHECIDA,PATRÍCIA SOUZA,PATRÍCIA ALMEIDA,1,1366.83,0.0,1366.83,CARTAO CREDITO,714.37,CONCLUÍDA,714.37,652.4599999999999,47.74
V202001728,2024-07-18,2024,7,3,THURSDAY,BELEZA,SHAMPOO,NORTE,AP,CIDADE DESCONHECIDA,MARIA OLIVEIRA,JOSÉ RODRIGUES,3,156.94,19.72,377.96,DINHEIRO,86.64,CONCLUÍDA,259.92,118.03999999999996,31.23
V202101729,2022-06-22,2022,6,2,WEDNESDAY,MODA,CAMISETA,NORDESTE,AL,CIDADE DESCONHECIDA,ROBERTO RIBEIRO,ROBERTO RIBEIRO,1,261.19,0.0,261.19,CARTAO DEBITO,122.37,CONCLUÍDA,122.37,138.82,53.15
V202201730,2025-02-27,2025,2,1,THURSDAY,BELEZA,PERFUME,SUL,PR,CURITIBA,ROBERTO LIMA,FERNANDO ALMEIDA,4,151.8,0.0,607.2,DINHEIRO,76.76,CONCLUÍDA,307.04,300.16,49.43
V202301731,2021-03-09,2021,3,1,TUESDAY,BELEZA,CREME,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,ROBERTO SANTOS,ANA MARTINS,4,193.37,0.0,773.48,DINHEIRO,105.1,CONCLUÍDA,420.4,353.08000000000004,45.65
V202001732,2025-06-18,2025,6,2,WEDNESDAY,ELETRÔNICOS,NOTEBOOK,NORTE,AM,CIDADE DESCONHECIDA,ROBERTO COSTA,ANA ALMEIDA,4,1345.16,0.0,5380.64,CARTAO DEBITO,862.98,CONCLUÍDA,3451.92,1928.7200000000003,35.85
V202101733,2024-08-01,2024,8,3,THURSDAY,BELEZA,CREME,NORDESTE,BA,CIDADE DESCONHECIDA,ANA LIMA,ANA COSTA,4,49.99,0.0,199.96,DINHEIRO,23.6,CONCLUÍDA,94.4,105.56,52.79
V202201734,2022-12-07,2022,12,4,WEDNESDAY,BELEZA,CREME,SUL,PR,MARINGÁ,PATRÍCIA GOMES,JULIANA FERNANDES,3,69.71,20.18,166.93,CARTAO DEBITO,47.22,CONCLUÍDA,141.66,25.27000000000001,15.14
V202301735,2025-06-10,2025,6,2,TUESDAY,ELETRÔNICOS,SMARTPHONE,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,JOSÉ RODRIGUES,CARLOS RIBEIRO,3,3400.42,0.0,10201.26,PIX,1524.81,CANCELADA,4574.43,5626.83,55.16
V202001736,2024-07-27,2024,7,3,SATURDAY,CASA,CAMA,SUL,PR,CURITIBA,FERNANDO PEREIRA,CARLOS ALVES,3,2856.37,11.12,7615.8,PIX,1523.77,CONCLUÍDA,4571.3099999999995,3044.4900000000007,39.98
V202101737,2021-01-11,2021,1,1,MONDAY,CASA,MESA,SUDESTE,ES,CIDADE DESCONHECIDA,CARLOS SOUZA,LUCAS ALVES,5,336.39,9.96,1514.48,CARTAO CREDITO,139.17,CONCLUÍDA,695.8499999999999,818.6300000000001,54.05
V202201738,2023-04-11,2023,4,2,TUESDAY,ELETRÔNICOS,NOTEBOOK,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,ROBERTO GOMES,PATRÍCIA MARTINS,1,1657.7,0.0,1657.7,BOLETO,823.83,CONCLUÍDA,823.83,833.87,50.3
V202301739,2023-04-08,2023,4,2,SATURDAY,CASA,MESA,NORTE,AP,CIDADE DESCONHECIDA,FERNANDO SANTOS,ANA SANTOS,5,2998.64,0.0,14993.2,DINHEIRO,1814.54,CONCLUÍDA,9072.7,5920.5,39.49
V202001740,2020-03-28,2020,3,1,SATURDAY,ESPORTES,BOLA,SUDESTE,ES,CIDADE DESCONHECIDA,LUCAS GOMES,PAULO GOMES,1,528.51,10.66,472.2,CARTAO CREDITO,298.16,CONCLUÍDA,298.16,174.03999999999996,36.86
V202101741,2025-06-24,2025,6,2,TUESDAY,CASA,GELADEIRA,SUL,PR,MARINGÁ,BEATRIZ ALMEIDA,JULIANA ALMEIDA,5,2233.04,0.0,11165.2,CARTAO CREDITO,1351.4,CONCLUÍDA,6757.0,4408.200000000001,39.48
V202201742,2021-04-12,2021,4,2,MONDAY,BELEZA,MAQUIAGEM,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,MARIA COSTA,LUCAS MARTINS,4,90.76,0.0,363.04,BOLETO,44.9,CONCLUÍDA,179.6,183.44000000000003,50.53
V202301743,2022-07-18,2022,7,3,MONDAY,ELETRÔNICOS,SMART TV,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,ANA SOUZA,GUSTAVO OLIVEIRA,5,4793.4,13.62,20703.35,CARTAO DEBITO,2644.69,CANCELADA,13223.45,7479.899999999998,36.13
V202001744,2022-03-01,2022,3,1,TUESDAY,CASA,MESA,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,JOSÉ GOMES,JULIANA FERNANDES,3,813.38,0.0,2440.14,PIX,363.15,CONCLUÍDA,1089.4499999999998,1350.69,55.35
V202101745,2020-07-27,2020,7,3,MONDAY,BELEZA,CREME,SUDESTE,ES,CIDADE DESCONHECIDA,AMANDA RIBEIRO,LUCAS SOUZA,3,45.47,6.28,127.84,BOLETO,27.72,CONCLUÍDA,83.16,44.68000000000001,34.95
V202201746,2025-10-17,2025,10,4,FRIDAY,BELEZA,BATOM,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,CARLOS GOMES,RICARDO SILVA,1,45.66,0.0,45.66,BOLETO,30.66,CONCLUÍDA,30.66,14.999999999999996,32.85
V202301747,2022-12-24,2022,12,4,SATURDAY,MODA,VESTIDO,SUDESTE,MG,CONTAGEM,PATRÍCIA PEREIRA,PATRÍCIA MARTINS,5,115.78,21.25,455.88,BOLETO,62.09,CONCLUÍDA,310.45000000000005,145.42999999999995,31.9
V202001748,2021-12-29,2021,12,4,WEDNESDAY,ELETRÔNICOS,TABLET,SUDESTE,ES,CIDADE DESCONHECIDA,ANA RODRIGUES,FERNANDO RODRIGUES,1,1739.7,27.93,1253.86,BOLETO,1134.63,CONCLUÍDA,1134.63,119.22999999999979,9.51
V202101749,2020-04-26,2020,4,2,SUNDAY,ELETRÔNICOS,TABLET,SUL,SC,FLORIANÓPOLIS,GUSTAVO PEREIRA,CAMILA ALVES,2,3290.26,0.0,6580.52,CARTAO CREDITO,1963.57,CONCLUÍDA,3927.14,2653.3800000000006,40.32
V202201750,2025-04-15,2025,4,2,TUESDAY,BELEZA,CREME,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,ROBERTO SANTOS,LUCAS ALVES,3,139.98,0.0,419.94,CARTAO DEBITO,85.83,CONCLUÍDA,257.49,162.45,38.68
V202301751,2022-01-30,2022,1,1,SUNDAY,BELEZA,MAQUIAGEM,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,AMANDA SILVA,CARLOS RIBEIRO,3,155.51,12.56,407.93,BOLETO,97.32,CANCELADA,291.96,115.97000000000003,28.43
V202001752,2021-10-18,2021,10,4,MONDAY,CASA,GELADEIRA,NORDESTE,RN,CIDADE DESCONHECIDA,MARIA ALVES,JOSÉ FERNANDES,4,465.73,0.0,1862.92,PIX,304.88,CONCLUÍDA,1219.52,643.4000000000001,34.54
V202101753,2024-07-29,2024,7,3,MONDAY,ESPORTES,BICICLETA,NORDESTE,MA,CIDADE DESCONHECIDA,CARLOS RODRIGUES,AMANDA PEREIRA,3,1054.29,14.79,2694.98,BOLETO,717.15,CONCLUÍDA,2151.45,543.5300000000002,20.17
V202201754,2020-06-13,2020,6,2,SATURDAY,ELETRÔNICOS,SMARTPHONE,SUL,SC,FLORIANÓPOLIS,PAULO GOMES,JULIANA ALVES,3,1048.51,0.0,3145.53,CARTAO DEBITO,536.71,CONCLUÍDA,1610.13,1535.4,48.81
V202301755,2020-06-10,2020,6,2,WEDNESDAY,ESPORTES,BICICLETA,NORDESTE,SE,CIDADE DESCONHECIDA,GUSTAVO RIBEIRO,GUSTAVO MARTINS,1,1226.17,0.0,1226.17,CARTAO DEBITO,857.01,CONCLUÍDA,857.01,369.1600000000001,30.11
V202001756,2020-07-17,2020,7,3,FRIDAY,ELETRÔNICOS,SMART TV,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,BEATRIZ COSTA,PAULO COSTA,3,3095.39,16.54,7749.97,CARTAO DEBITO,2124.16,CONCLUÍDA,6372.48,1377.4900000000007,17.77
V202101757,2025-05-15,2025,5,2,THURSDAY,ESPORTES,ESTEIRA,SUL,SC,JOINVILLE,PAULO RODRIGUES,BEATRIZ RIBEIRO,3,1143.19,0.0,3429.57,PIX,568.06,CONCLUÍDA,1704.1799999999998,1725.3900000000003,50.31
V202201758,2025-05-11,2025,5,2,SUNDAY,MODA,CALÇA JEANS,SUDESTE,SP,CAMPINAS,FERNANDO FERNANDES,PAULO SOUZA,5,272.43,0.0,1362.15,BOLETO,116.83,CONCLUÍDA,584.15,778.0000000000001,57.12
V202301759,2022-10-20,2022,10,4,THURSDAY,CASA,MESA,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,CAMILA MARTINS,FERNANDO COSTA,1,1134.69,0.0,1134.69,DINHEIRO,689.15,CONCLUÍDA,689.15,445.5400000000001,39.27
V202001760,2020-12-01,2020,12,4,TUESDAY,ESPORTES,RAQUETE,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,BEATRIZ ALMEIDA,GUSTAVO LIMA,3,591.58,23.53,1357.16,CARTAO CREDITO,333.79,CONCLUÍDA,1001.3700000000001,355.78999999999996,26.22
V202101761,2021-03-07,2021,3,1,SUNDAY,CASA,GELADEIRA,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,RICARDO SANTOS,RICARDO SILVA,5,2922.04,0.0,14610.2,CARTAO CREDITO,1174.12,CONCLUÍDA,5870.599999999999,8739.600000000002,59.82
V202201762,2022-08-07,2022,8,3,SUNDAY,ELETRÔNICOS,NOTEBOOK,NORTE,AC,CIDADE DESCONHECIDA,AMANDA ALVES,CARLOS COSTA,1,2148.0,0.0,2148.0,BOLETO,1189.45,CONCLUÍDA,1189.45,958.55,44.63
V202301763,2024-07-21,2024,7,3,SUNDAY,ELETRÔNICOS,SMART TV,SUDESTE,MG,CONTAGEM,MARIA RIBEIRO,BEATRIZ SILVA,5,2423.48,18.09,9925.66,DINHEIRO,1593.82,CANCELADA,7969.099999999999,1956.5600000000004,19.71
V202001764,2020-01-06,2020,1,1,MONDAY,ESPORTES,ESTEIRA,SUDESTE,SP,SOROCABA,PAULO RIBEIRO,AMANDA LIMA,1,1915.23,6.11,1798.29,PIX,981.08,CONCLUÍDA,981.08,817.2099999999999,45.44
V202101765,2025-03-11,2025,3,1,TUESDAY,MODA,BOLSA,NORTE,AP,CIDADE DESCONHECIDA,PATRÍCIA RODRIGUES,JOSÉ GOMES,5,124.37,0.0,621.85,PIX,52.17,CONCLUÍDA,260.85,361.0,58.05
V202201766,2021-03-11,2021,3,1,THURSDAY,CASA,CAMA,SUDESTE,MG,BELO HORIZONTE,JOSÉ RODRIGUES,FERNANDO COSTA,2,1885.16,0.0,3770.32,CARTAO DEBITO,968.64,CONCLUÍDA,1937.28,1833.0400000000002,48.62
V202301767,2024-03-28,2024,3,1,THURSDAY,CASA,SOFÁ,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,MARIA PEREIRA,MARIA ALVES,2,586.88,0.0,1173.76,CARTAO CREDITO,271.23,CONCLUÍDA,542.46,631.3,53.78
V202001768,2022-02-08,2022,2,1,TUESDAY,MODA,BOLSA,NORDESTE,SE,CIDADE DESCONHECIDA,AMANDA PEREIRA,ANA ALVES,3,164.18,0.0,492.54,PIX,108.63,CONCLUÍDA,325.89,166.65000000000003,33.83
V202101769,2020-11-05,2020,11,4,THURSDAY,BELEZA,PERFUME,SUDESTE,SP,SÃO PAULO,JULIANA PEREIRA,JULIANA SANTOS,2,151.55,27.81,218.82,PIX,93.81,CONCLUÍDA,187.62,31.19999999999999,14.26
V202201770,2023-04-10,2023,4,2,MONDAY,ESPORTES,RAQUETE,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,JOSÉ ALVES,GUSTAVO OLIVEIRA,1,1452.61,0.0,1452.61,CARTAO CREDITO,727.57,CONCLUÍDA,727.57,725.0399999999998,49.91
V202301771,2022-07-12,2022,7,3,TUESDAY,CASA,CADEIRA,SUDESTE,RJ,NITERÓI,CARLOS PEREIRA,AMANDA SOUZA,4,554.6,11.6,1961.16,CARTAO DEBITO,317.71,CONCLUÍDA,1270.84,690.3200000000002,35.2
V202001772,2021-03-02,2021,3,1,TUESDAY,MODA,TÊNIS,NORTE,RO,CIDADE DESCONHECIDA,PATRÍCIA MARTINS,LUCAS RIBEIRO,1,259.78,0.0,259.78,PIX,161.54,CONCLUÍDA,161.54,98.23999999999998,37.82
V202101773,2021-09-10,2021,9,3,FRIDAY,ELETRÔNICOS,TABLET,SUDESTE,RJ,PETRÓPOLIS,PATRÍCIA ALMEIDA,AMANDA SANTOS,4,1766.77,0.0,7067.08,CARTAO CREDITO,1094.86,CONCLUÍDA,4379.44,2687.6400000000003,38.03
V202201774,2021-03-23,2021,3,1,TUESDAY,ESPORTES,ESTEIRA,NORTE,TO,CIDADE DESCONHECIDA,LUCAS OLIVEIRA,JOSÉ PEREIRA,2,1304.27,0.0,2608.54,BOLETO,574.03,CANCELADA,1148.06,1460.48,55.99
V202301775,2024-01-10,2024,1,1,WEDNESDAY,ELETRÔNICOS,TABLET,SUL,RS,CANOAS,CAMILA PEREIRA,RICARDO SILVA,4,2390.03,5.07,9075.85,PIX,1100.79,CONCLUÍDA,4403.16,4672.6900000000005,51.48
V202001776,2024-02-12,2024,2,1,MONDAY,ELETRÔNICOS,SMART TV,SUDESTE,RJ,RIO DE JANEIRO,FERNANDO GOMES,PATRÍCIA SANTOS,2,3108.19,0.0,6216.38,PIX,1481.53,CONCLUÍDA,2963.06,3253.32,52.33
V202101777,2020-06-22,2020,6,2,MONDAY,ESPORTES,BOLA,NORDESTE,PI,CIDADE DESCONHECIDA,CARLOS PEREIRA,JOSÉ RIBEIRO,3,1758.98,0.0,5276.94,CARTAO CREDITO,986.85,CONCLUÍDA,2960.55,2316.3899999999994,43.9
V202201778,2022-08-26,2022,8,3,FRIDAY,ESPORTES,BICICLETA,SUDESTE,MG,UBERLÂNDIA,GUSTAVO LIMA,ROBERTO LIMA,3,857.17,0.0,2571.51,DINHEIRO,413.5,CONCLUÍDA,1240.5,1331.0100000000002,51.76
V202301779,2021-09-06,2021,9,3,MONDAY,MODA,BOLSA,NORTE,RO,CIDADE DESCONHECIDA,GUSTAVO RODRIGUES,JOSÉ COSTA,4,189.18,0.0,756.72,DINHEIRO,108.26,CONCLUÍDA,433.04,323.68,42.77
V202001780,2021-01-27,2021,1,1,WEDNESDAY,MODA,VESTIDO,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,RICARDO SILVA,PAULO RODRIGUES,3,227.61,5.55,644.91,CARTAO CREDITO,116.55,CANCELADA,349.65,295.26,45.78
V202101781,2023-01-09,2023,1,1,MONDAY,CASA,SOFÁ,SUDESTE,ES,CIDADE DESCONHECIDA,PAULO RODRIGUES,RICARDO MARTINS,5,1470.01,18.28,6006.7,CARTAO CREDITO,953.73,CONCLUÍDA,4768.65,1238.0500000000002,20.61
V202201782,2024-12-19,2024,12,4,THURSDAY,MODA,TÊNIS,NORTE,AC,CIDADE DESCONHECIDA,ANA RODRIGUES,JOSÉ SOUZA,1,242.85,20.61,192.8,PIX,108.6,CONCLUÍDA,108.6,84.20000000000002,43.67
V202301783,2020-01-29,2020,1,1,WEDNESDAY,MODA,TÊNIS,NORTE,RR,CIDADE DESCONHECIDA,ROBERTO OLIVEIRA,FERNANDO RODRIGUES,4,154.39,11.42,547.06,CARTAO CREDITO,106.14,CONCLUÍDA,424.56,122.49999999999994,22.39
V202001784,2022-12-03,2022,12,4,SATURDAY,BELEZA,MAQUIAGEM,NORTE,AM,CIDADE DESCONHECIDA,ROBERTO RODRIGUES,BEATRIZ OLIVEIRA,3,139.46,27.28,304.24,CARTAO DEBITO,81.0,CONCLUÍDA,243.0,61.24000000000001,20.13
V202101785,2022-05-15,2022,5,2,SUNDAY,MODA,VESTIDO,NORTE,RR,CIDADE DESCONHECIDA,LUCAS GOMES,JOSÉ RIBEIRO,1,175.97,0.0,175.97,CARTAO DEBITO,122.07,CONCLUÍDA,122.07,53.900000000000006,30.63
V202201786,2022-11-01,2022,11,4,TUESDAY,BELEZA,MAQUIAGEM,NORDESTE,PI,CIDADE DESCONHECIDA,ROBERTO SANTOS,ANA COSTA,3,46.28,34.28,91.24,CARTAO CREDITO,28.85,CONCLUÍDA,86.55000000000001,4.6899999999999835,5.14
V202301787,2023-09-24,2023,9,3,SUNDAY,CASA,CAMA,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,PATRÍCIA ALVES,AMANDA COSTA,3,476.5,0.0,1429.5,BOLETO,192.27,CONCLUÍDA,576.8100000000001,852.6899999999999,59.65
V202001788,2020-01-10,2020,1,1,FRIDAY,ELETRÔNICOS,SMARTPHONE,NORTE,PA,CIDADE DESCONHECIDA,CAMILA RODRIGUES,ANA ALVES,4,3569.68,17.87,11726.91,PIX,2075.47,CONCLUÍDA,8301.88,3425.0300000000007,29.21
